slippage_points,total_return,sharpe,max_drawdown,calmar,total_cost,final_equity,max_notional_exposure,max_margin_required
0.0,0.08535000000000004,1.115875799802167,-0.04934292090255388,1.6099565068792336,0.0,1085350.0,1457700.0,145770.0
0.5,0.0685,0.88912653389915,-0.05089411939780253,1.2534019184836982,16850.0,1068500.0,1457700.0,145770.0
1.0,0.051649999999999974,0.6654074594253754,-0.05244616453309514,0.917610582721608,33700.0,1051650.0,1457700.0,145770.0
2.0,0.01794999999999991,0.22762236220375331,-0.06003863872789417,0.2788766201122912,67400.0,1017950.0,1457700.0,145770.0
3.0,-0.015750000000000042,-0.1963715881494904,-0.07768726405722237,-0.18932010608955277,101100.0,984250.0,1457700.0,145770.0
